Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
649.8542,-0.1064453,0.7490234,-0.1230469,0.59375,-0.125,0.03125,-0.02050781,0.6748047,-0.1240234,0.34375,0.15625,0.15625,187.6841,180.7726
649.8883,-0.1064453,0.7490234,-0.1230469,0.59375,-0.125,0.03125,-0.02050781,0.6748047,-0.1240234,0.34375,0.15625,0.15625,187.3047,180.7726
649.9248,-0.1533203,0.6660156,-0.1630859,-1.1875,0.03125,0.90625,0.002929688,0.7509766,-0.1630859,-0.25,0.03125,0.65625,187.3047,180.3515
649.9544,-0.1533203,0.6660156,-0.1630859,-1.1875,0.03125,0.90625,0.002929688,0.7509766,-0.1630859,-0.25,0.03125,0.65625,187.3047,180.3515
649.9876,-0.1533203,0.6660156,-0.1630859,-1.1875,0.03125,0.90625,0.002929688,0.7509766,-0.1630859,-0.25,0.03125,0.65625,187.64,180.3515
650.0238,-0.1679688,0.6953125,0.03125,0.21875,0.71875,-0.375,0.01855469,0.7001953,-0.09667969,-0.375,-0.3125,0,187.64,180.8588
650.0568,-0.1679688,0.6953125,0.03125,0.21875,0.71875,-0.375,0.01855469,0.7001953,-0.09667969,-0.375,-0.3125,0,187.64,180.8588
650.0884,-0.1679688,0.6953125,0.03125,0.21875,0.71875,-0.375,-0.1503906,0.71875,-0.1533203,-0.4375,-0.125,-0.375,187.3503,180.8588
650.1249,-0.09960938,0.7294922,0.04199219,-1.0625,1.15625,-0.3125,-0.1503906,0.71875,-0.1533203,-0.4375,-0.125,-0.375,187.3503,180.6013
650.1557,-0.09960938,0.7294922,0.04199219,-1.0625,1.15625,-0.3125,-0.1503906,0.71875,-0.1533203,-0.4375,-0.125,-0.375,187.3503,180.6013
650.1894,0.01757813,0.7539063,-0.06933594,-0.5625,1.8125,0.59375,0.03808594,0.6962891,-0.1035156,0,1.375,0,186.9994,180.2327
650.2258,0.01757813,0.7539063,-0.06933594,-0.5625,1.8125,0.59375,0.03808594,0.6962891,-0.1035156,0,1.375,0,187.339,180.2327
650.2563,0.01757813,0.7539063,-0.06933594,-0.5625,1.8125,0.59375,0.03808594,0.6962891,-0.1035156,0,1.375,0,187.339,180.2327
650.2908,0,0.7226563,-0.1152344,0.21875,0.28125,-0.75,-0.05371094,0.6621094,-0.1083984,0.84375,1.09375,0,187.339,180.1126
650.327,0,0.7226563,-0.1152344,0.21875,0.28125,-0.75,-0.05371094,0.6621094,-0.1083984,0.84375,1.09375,0,187.6969,180.1126
650.3573,0,0.7226563,-0.1152344,0.21875,0.28125,-0.75,-0.07324219,0.7001953,-0.09960938,0.40625,0.21875,0.90625,187.6969,180.1126
650.3895,-0.1767578,0.8632813,-0.06054688,-0.4375,1.875,-0.5,-0.07324219,0.7001953,-0.09960938,0.40625,0.21875,0.90625,187.6969,180.2281
650.4248,-0.1767578,0.8632813,-0.06054688,-0.4375,1.875,-0.5,-0.08203125,0.8232422,-0.06933594,0.03125,0.53125,-0.4375,187.6969,180.3026
