Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
166.6097,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.1865234,1.041016,-0.2490234,0.21875,0.21875,-1.125,178.7459,166.7368
166.6441,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.1865234,1.041016,-0.2490234,0.21875,0.21875,-1.125,178.1706,164.5688
166.6737,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.1464844,1.082031,-0.2109375,-5.375,-0.9375,0.21875,178.1706,164.5688
166.7111,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.1464844,1.082031,-0.2109375,-5.375,-0.9375,0.21875,178.1706,164.5688
166.7432,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.1464844,1.082031,-0.2109375,-5.375,-0.9375,0.21875,178.1706,164.5688
166.7745,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.2333984,0.9863281,-0.1787109,-11.125,5.53125,-2.21875,178.1706,164.5688
166.8107,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.2333984,0.9863281,-0.1787109,-11.125,5.53125,-2.21875,184.8239,163.9465
166.8458,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.06347656,0.9726563,-0.1162109,-19,3.46875,-2.21875,184.8239,170.594
166.8747,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.06347656,0.9726563,-0.1162109,-19,3.46875,-2.21875,184.8239,170.594
166.9111,0.07226563,1.084961,0.008789063,-4.40625,48.25,3.15625,0.2041016,0.9941406,-0.09765625,-0.125,0.28125,0,187.3598,171.9108
166.9447,-0.1640625,1.076172,-0.1162109,-18.875,-3.125,1.6875,0.2041016,0.9941406,-0.09765625,-0.125,0.28125,0,187.3598,174.8575
166.975,-0.1640625,1.076172,-0.1162109,-18.875,-3.125,1.6875,0.1503906,1.035156,-0.171875,0.59375,-0.9375,-1.25,187.3598,174.8575
167.0103,-0.1640625,1.076172,-0.1162109,-18.875,-3.125,1.6875,0.1503906,1.035156,-0.171875,0.59375,-0.9375,-1.25,187.3598,174.6409
167.044,-0.1640625,1.076172,-0.1162109,-18.875,-3.125,1.6875,0.2050781,0.9970703,-0.03710938,-1.0625,-7.15625,-1.65625,187.3598,174.6409
167.0756,-0.1640625,1.076172,-0.1162109,-18.875,-3.125,1.6875,0.2050781,0.9970703,-0.03710938,-1.0625,-7.15625,-1.65625,187.3598,174.6409
167.112,0.09863281,1.010742,-0.1494141,2.65625,-0.1875,0.78125,0.2050781,0.9970703,-0.03710938,-1.0625,-7.15625,-1.65625,185.4187,174.6236
167.1447,0.09863281,1.010742,-0.1494141,2.65625,-0.1875,0.78125,0.08105469,0.9580078,-0.09082031,1.375,-3.3125,-1.78125,185.4187,174.6236
167.1759,0.09863281,1.010742,-0.1494141,2.65625,-0.1875,0.78125,0.08105469,0.9580078,-0.09082031,1.375,-3.3125,-1.78125,185.4187,174.6236
